template,POS,defn
draw out,verb,cause to speak
draw out,verb,lengthen in time cause to be or last longer
draw up,verb,To compose a document especially one having a standard form
draw up,verb,To arrange in order or formation
draw up,verb,Cause to come to a halt
draw up,verb,Come to a halt
draw up,verb,To withdraw upwards
draw up,verb,straighten oneself
draw up,verb,cause a vehicle to stop
draw up,verb,make up plans or basic details for
draw up,verb,come to a halt after driving somewhere
draw up,verb,form or arrange in order or formation as of a body of soldiers
drench,verb-transitive,To wet through and through soak
drench,verb-transitive,To administer a large oral dose of liquid medicine to an animal
drench,verb-transitive,To provide with something in great abundance surfeit  just drenched in money 
drench,verb,To soak to make very wet
drench,verb-transitive,To cause to drink especially to dose by force to put a potion down the throat of as of a horse hence to purge violently by physic
drench,verb-transitive,To steep in moisture to wet thoroughly to soak to saturate with water or other liquid to immerse
drench,verb,permeate or impregnate
drench,verb,drench or submerge or be drenched or submerged
drench,verb,force to drink
drench,verb,cover with liquid pour liquid onto
drill,verb-transitive,To make a hole in a hard material with a drill  a bit for drilling masonry 
drill,verb-transitive,To make a hole with or as if with a drill  drills holes in trees with its chisellike bill 
drill,verb-transitive,To strike or hit sharply  The batter drilled a single through the infield 
drill,verb-transitive,To instruct thoroughly by repetition in a skill or procedure  drill pupils in grammar 
drill,verb-transitive,To infuse knowledge of or skill in by repetitious instruction See Synonyms at teach
drill,verb-transitive,To train soldiers in marching and the manual of arms
drill,verb-intransitive,To make a hole with or as if with a drill
drill,verb-intransitive,To perform a training exercise
drill,verb-transitive,To sow seeds in rows
drill,verb-transitive,To plant a field in drills
drill,verb,To create a hole by removing material with a drill tool
drill,verb,To practice especially in a military context
drill,verb,To repeat an idea frequently in order to encourage someone to remember it
drill,verb,To investigate or examine something in more detail or at a different level
drill,verb,To cause ones subordinates to drill practice
drill,verb,To hit or kick with a lot of power
drill,verb-intransitive,To practice an exercise or exercises to train ones self
drill,verb-intransitive,To trickle
drill,verb-intransitive,To sow in drills
drill,verb-transitive,To pierce or bore with a drill or a with a drill to perforate
drill,verb-transitive,To train in the military art to exercise diligently as soldiers in military evolutions and exercises hence to instruct thoroughly in the rudiments of any art or branch of knowledge to discipline
drill,verb-transitive,To cause to flow in drills or rills or by trickling to drain by trickling
drill,verb-transitive,To sow as seeds by dribbling them along a furrow or in a row like a trickling rill of water
drill,verb-transitive,To entice to allure from step to decoy  with on
drill,verb-transitive,To cause to slip or waste away by degrees
drill,verb,learn by repetition
drill,verb,teach by repetition
drill,verb,undergo military training or do military exercises
drill,verb,train in the military eg in the use of weapons
drill,verb,make a hole especially with a pointed power or hand tool
drink,verb-transitive,To take into the mouth and swallow a liquid
drink,verb-transitive,To swallow the liquid contents of a vessel  drank a cup of tea 
drink,verb-transitive,To take in or soak up absorb  drank the fresh air spongy earth that drank up the rain 
drink,verb-transitive,To take in eagerly through the senses or intellect  drank in the beauty of the day 
drink,verb-transitive,To give or make a toast
drink,verb-transitive,To toast a person or an occasion for example  Well drink your health 
drink,verb-transitive,To bring to a specific state by drinking alcoholic liquors  drank our sorrows away 
drink,verb-intransitive,To swallow liquid  drank noisily drink from a goblet 
drink,verb-intransitive,To imbibe alcoholic liquors  They only drink socially 
drink,verb-intransitive,To salute a person or an occasion with a toast  We will drink to your continued success 
drink,verb,To consume a liquid through the mouth
drink,verb,To consume alcoholic beverages
drink,verb-intransitive,To swallow anything liquid for quenching thirst or other purpose to imbibe to receive or partake of as if in satisfaction of thirst
drink,verb-intransitive,To quaff exhilarating or intoxicating liquors in merriment or feasting to carouse to revel hence to lake alcoholic liquors to excess to be intemperate in the se of intoxicating or spirituous liquors to tipple
drink,verb-transitive,To swallow a liquid to receive as a fluid into the stomach to imbibe
drink,verb-transitive,To take in a liquid in any manner to suck up to absorb to imbibe
drink,verb-transitive,To take in to receive within one through the senses to inhale to hear to see
drink,verb-transitive,To smoke as tobacco
drink,verb,propose a toast to
drink,verb,be fascinated or spellbound by pay close attention to
drink,verb,take in liquids
drink,verb,drink excessive amounts of alcohol be an alcoholic
drink,verb,consume alcohol
drip,verb-intransitive,To fall in drops  Water is dripping from that leaky faucet 
drip,verb-intransitive,To shed drops  an umbrella that is dripping all over the floor 
drip,verb-intransitive,To ooze or be saturated with or as if with liquid  a speech that dripped with sarcasm 
drip,verb-transitive,To let fall in or as if in drops  a brush dripping paint a speech that dripped invective 
drip,verb,To fall one drop at a time
drip,verb,To leak slowly
drip,verb,To put a small amount of a liquid on something drop by drop
drip,verb,To have a superabundance of valuable things
drip,verb,to rain lightly
drip,verb,to be wet to be soaked
drip,verb-intransitive,To fall in drops
drip,verb-intransitive,To let fall drops of moisture or liquid
drip,verb-transitive,To let fall in drops
drip,verb,fall in drops
drip,verb,let or cause to fall in drops
drive,verb-transitive,To push propel or press onward forcibly urge forward  drove the horses into the corral 
